Numero;Orgao julgador;Relator;Origem;Data da publicacao;Ementa;Tipo;Classe;Decisao;Resultado
10351292520214019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. QUALIDADE DE SEGURADO COMPROVADA. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL. PROVA TESTEMUNHAL. CONDIÇÃO DE DEPENDENTE COMPROVADA. INÍCIO DE PROVA MATERIAL CORROBORADA POR PROVA TESTEMUNHAL. BENEFÍCIO DEVIDO. SENTENÇA REFORMADA. 1. Cuida-se de apelação interposta contra sentença que julgou improcedentes os pedidos da autora, negando-lhe o benefício previdenciário da pensão por morte. 2. Os requisitos indispensáveis para a concessão do benefício...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PROVIMENTO à apelação.;Deferido
10309487820214019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. CONDIÇÃO DE DEPENDENTE. COMPANHEIRA. UNIÃO ESTÁVEL COMPROVADA. DEPENDÊNCIA ECONÔMICA PRESUMIDA. BENEFÍCIO DEVIDO. CORREÇÃO MONETÁRIA. INPC. SENTENÇA PARCIALMENTE REFORMADA. 1. Os requisitos indispensáveis para a concessão do benefício previdenciário da pensão por morte são: a qualidade de segurado do falecido por ocasião do óbito, a ocorrência do evento morte e, por fim, a condição de dependente de quem objetiva a pensão. 2. Quanto aos requisitos para...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PARCIAL PROVIMENTO à apelação.;Parcialmente deferido
10279186920204019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. DIREITO CIVIL. PENSÃO POR MORTE. UNIÃO ESTÁVEL. COMPANHEIRO. PROVA TESTEMUNHAL DA UNIÃO. TEMPUS REGIT ACTUM. DEPENDÊNCIA ECONÔMICA PRESUMIDA. BENEFÍCIO DEVIDO. SENTENÇA REFORMADA. 1. Os requisitos indispensáveis para a concessão do benefício previdenciário da pensão por morte são: a qualidade de segurado do falecido por ocasião do óbito, a ocorrência do evento morte e, por fim, a condição de dependente de quem objetiva a pensão. 2. Quanto aos requisitos para configuração da...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PROVIMENTO à apelação.;Deferido
10266065820204019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. UNIÃO ESTÁVEL. INÍCIO DE PROVA MATERIAL. BENEFÍCIO DEVIDO. SENTENÇA MANTIDA. 1. Os requisitos indispensáveis para a concessão do benefício previdenciário da pensão por morte são: a qualidade de segurado do falecido por ocasião do óbito, a ocorrência do evento morte e, por fim, a condição de dependente de quem objetiva a pensão. 2. Quanto aos requisitos para configuração da união estável, basta que a esta seja pública, duradoura, contínua, com objetivo de...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO à apelação do INSS.;Indeferido
10260618520204019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. QUALIDADE DE SEGURADO COMPROVADA. TRABALHADOR RURAL. INÍCIO DE PROVA MATERIAL. PROVA TESTEMUNHAL. BENEFÍCIO DEVIDO. SENTENÇA REFORMADA. 1. Cuida-se de apelação interposta pelos autores, companheira e filho do falecido, contra sentença que julgou improcedente o pedido de concessão da pensão por morte. 2. Os requisitos indispensáveis para a concessão do benefício previdenciário da pensão por morte são: a qualidade de segurado do falecido por ocasião do óbito,...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, DEU PROVIMENTO à apelação.;Deferido
10204107220204019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PROCESSUAL CIVIL. PENSÃO POR MORTE. QUALIDADE DE SEGURADO. COMPROVADA. DATA DE INÍCIO DO BENEFÍCIO. ABSOLUTAMENTE INCAPAZ. RETROAÇÃO A DATA DO ÓBITO. PRESCRIÇÃO. INOCORRÊNCIA. SENTENÇA PARCIALMENTE REFORMADA. 1. Cuida-se de dupla apelação, em que a autora sustenta a necessidade da fixação da data de início do benefício na data do óbito, em razão de ser absolutamente incapaz, e a autarquia alega a falta da qualidade de segurado do falecido por ausência de início de prova...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO à apelação do INSS e DEU PROVIMENTO à apelação da autora.;Indeferido
10189103420214019999;NONA TURMA;DESEMBARGADOR FEDERAL URBANO LEAL BERQUO NETO;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE. CONDIÇÃO DE DEPENDENTE. NÃO COMPROVADA. UNIÃO PARALELA AO CASAMENTO. IMPOSSIBILIDADE DE RATEIO ENTRE A CONCUBINA E A VIÚVA. TEMA 526 DO STF. SENTENÇA MANTIDA. 1. Os requisitos indispensáveis para a concessão do benefício previdenciário da pensão por morte são: a qualidade de segurado do falecido por ocasião do óbito, a ocorrência do evento morte e, por fim, a condição de dependente de quem objetiva a pensão. 2. Quanto aos requisitos para configuração da...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, NEGOU PROVIMENTO à apelação.;Indeferido
10632845620214013300;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. CONSTITUCIONAL. REVISÃO DE BENEFÍCIO. LEGITIMIDADE DE PENSIONISTA. DECADÊNCIA E PRESCRIÇÃO. ALTERAÇÃO DO TETO DE CONTRIBUIÇÃO. APLICAÇÃO RETROATIVA AOS BENEFÍCIOS CONCEDIDOS ANTES DAS EMENDAS CONSTITUCIONAIS 20/98 E 41/03. POSSIBILIDADE. JURISPRUDÊNCIA DO STF EM SEDE DE REPERCUSSÃO GERAL. BENEFÍCIO ANTERIOR À CF 88. APLICABILIDADE. COMPLEMENTAÇÃO PELA PETROS. RELAÇÃO DIVERSA. CORREÇÃO MONETÁRIA. JUROS. HONORÁRIOS ADVOCATÍCIOS. 1. A sentença foi proferida sob a égide do NCPC...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10347793720214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE RURAL. QUALIDADE DE SEGURADO. INÍCIO DE PROVA MATERIAL. DEPENDÊNCIA ECONÔMICA PRESUMIDA. VÍNCULOS URBANOS ESPARSOS NÃO DESCARACTERIZAÇÃO DA QUALIDADE DE RURÍCOLA. BENEFÍCIO DEVIDO. HONORÁRIOS ADVOCATÍCIOS. CORREÇÃO MONETÁRIA E JUROS DE MORA. APELAÇÃO DESPROVIDA. 1. A pensão por morte é benefício previdenciário regido pela lei vigente à época do óbito do segurado instituidor, sendo ele aposentado ou não, devida aos seus dependentes, nos...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10336786220214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE. TRABALHADOR URBANO. QUALIDADE DE SEGURADO INCONTROVERSA. UNIÃO ESTÁVEL COMPROVADA. DEPENDÊNCIA ECONÔMICA PRESUMIDA. BENEFÍCIO DEVIDO. CORREÇÃO MONETÁRIA E JUROS DE MORA. 1. A pensão por morte é benefício previdenciário regido pela lei vigente à época do óbito do segurado instituidor, sendo ele aposentado ou não, devida aos seus dependentes, nos termos do art. 74 da Lei 8.213/91. 2. São requisitos indispensáveis à concessão do benefício: o...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10331433620214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE. TRABALHADOR URBANO. QUALIDADE DE SEGURADO INCONTROVERSA. UNIÃO ESTÁVEL COMPROVADA. DEPENDÊNCIA ECONÔMICA PRESUMIDA. BENEFÍCIO DEVIDO. CORREÇÃO MONETÁRIA E JUROS DE MORA. 1. A pensão por morte é benefício previdenciário regido pela lei vigente à época do óbito do segurado instituidor, sendo ele aposentado ou não, devida aos seus dependentes, nos termos do art. 74 da Lei 8.213/91. 2. São requisitos indispensáveis à concessão do benefício: o...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10320365420214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE RURAL. QUALIDADE DE SEGURADO. UNIÃO ESTÁVEL. INÍCIO DE PROVA MATERIAL. DEPENDÊNCIA ECONÔMICA PRESUMIDA. BENEFÍCIO DEVIDO. HONORÁRIOS ADVOCATÍCIOS. CORREÇÃO MONETÁRIA E JUROS DE MORA. APELAÇÃO DESPROVIDA. 1. A pensão por morte é benefício previdenciário regido pela lei vigente à época do óbito do segurado instituidor, sendo ele aposentado ou não, devida aos seus dependentes, nos termos do art. 74 da Lei 8.213/91. 2. São requisitos...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10308985220214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE RURAL. INÍCIO DE PROVA MATERIAL. PROVA TESTEMUNHAL. DEPENDÊNCIA ECONÔMICA PRESUMIDA. TUTELA PROVISÓRIA DE URGÊNCIA DEFERIDA. CORREÇÃO MONETÁRIA E JUROS DE MORA. SENTENÇA REFORMADA. APELAÇÃO PROVIDA. 1. A pensão por morte é benefício previdenciário regido pela lei vigente à época do óbito do segurado instituidor, sendo ele aposentado ou não, devida aos seus dependentes, nos termos do art. 74 da Lei 8.213/91. 2. São requisitos indispensáveis...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10306594820214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. EFEITO DEVOLUTIVO. PENSÃO POR MORTE. RURAL. DEPENDÊNCIA ECONÔMICA. COMPANHEIRA. INÍCIO DE PROVA MATERIAL E TESTEMUNHAL. BENEFÍCIO DEVIDO. CORREÇÃO MONETÁRIA E JUROS DE MORA. 1. Apelação recebida tão somente no efeito devolutivo. Não ficou demonstrado risco de lesão grave e de difícil reparação, tampouco fundamentação relevante para justificar a concessão de efeito suspensivo em caráter excepcional. 2. São requisitos indispensáveis à concessão do benefício:...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10288566420204019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE. TRABALHADOR URBANO. DEPENDÊNCIA ECONÔMICA. COMPANHEIRA. BENEFÍCIO DEVIDO. CORREÇÃO MONETÁRIA E JUROS DE MORA. RECURSO DESPROVIDO. 1. A pensão por morte é benefício previdenciário regido pela lei vigente à época do óbito do segurado instituidor, sendo ele aposentado ou não, devida aos seus dependentes, nos termos do art. 74 da Lei 8.213/91. 2. São requisitos indispensáveis à concessão do benefício: o óbito, a dependência econômica em...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10276943420204019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PROCESSO CIVIL. PENSÃO POR MORTE RURAL. LITISPENDÊNCIA. CONFIGURAÇÃO. EXTINÇÃO DO PROCESSO SEM RESOLUÇÃO DE MÉRITO. SENTENÇA MANTIDA. 1. Nos termos do art. 337 do CPC e seus parágrafos, a litispendência ocorre quando se reproduz ação anteriormente ajuizada, sendo idênticas as partes, a causa de pedir e o pedido. 2. A ação nº 418332.-22.2014 traz os idênticos termos da ação nº 5331230-32.2018, sendo ambas ajuizadas contra o INSS visando a concessão de pensão por morte a...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10270603320184010000;PRIMEIRA SEÇÃO;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PROCESSUAL CIVIL E PREVIDENCIÁRIO. AUXÍLIO-DOENÇA. INCAPACIDADE LABORATIVA NÃO COMPROVADA. CONVERSÃO EM PENSÃO POR MORTE. NÃO CABIMENTO. VIOLAÇÃO A LEI. NÃO OCORRÊCIA. AÇÃO RESCISÓRIA. IMPROCEDÊNCIA. 1. A ação rescisória, constituindo meio excepcional de impugnação, não se presta para corrigir suposta injustiça do julgado rescindendo, apreciar má interpretação dos fatos ou reexaminar ou complementar as provas produzidas no processo originário, dispondo o litigante, em casos que tais, dos...;Acórdão;AÇÃO RESCISORIA (AR);A Seção, por unanimidade, julgou improcedente a ação rescisória.;Indeferido
10270572420224013400;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PROCESSUAL CIVIL. CONSTITUCIONAL. REEXAME NECESSÁRIO DESCABIDO. REVISÃO DE BENEFÍCIO. LEGITIMIDADE DE PENSIONISTA. DECADÊNCIA E PRESCRIÇÃO. ALTERAÇÃO DO TETO DE CONTRIBUIÇÃO. APLICAÇÃO RETROATIVA AOS BENEFÍCIOS CONCEDIDOS ANTES DAS EMENDAS CONSTITUCIONAIS 20/98 E 41/03. POSSIBILIDADE. JURISPRUDÊNCIA DO STF EM SEDE DE REPERCUSSÃO GERAL. CORREÇÃO MONETÁRIA. JUROS DE MORA. APELAÇÃO DESPROVIDA. 1. Ainda que se trate de sentença ilíquida, a atual jurisprudência do STJ é no sentido...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10260139220214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE RURAL. CÔNJUGE TRABALHADOR RURAL APOSENTADO. EXTENSÃO DA QUALIFICAÇÃO AO CÔNJUGE FALECIDO. LOAS. BENEFÍCIO MAIS VANTAJOSO DEVIDO. TUTELA PROVISÓRIA DE URGÊNCIA DEFERIDA. CORREÇÃO MONETÁRIA E JUROS DE MORA. SENTENÇA REFORMADA. APELAÇÃO PROVIDA. 1. A pensão por morte é benefício previdenciário regido pela lei vigente à época do óbito do segurado instituidor, sendo ele aposentado ou não, devida aos seus dependentes, nos termos do art. 74 da...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu provimento à apelação.;Deferido
10217069520214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E PROCESSUAL CIVIL. PENSÃO POR MORTE. AUSÊNCIA DE INTERESSE DE AGIR NÃO CONFIGUREADO. INDEFERIMENTO ADMINISTRATIVO COMPROVADO. BENEFÍCIO DEVIDO. CORREÇÃO MONETÁRIA E JUROS DE MORA. 1. O INSS pleiteia a reforma do julgado, alegando a ausência de interesse de agir, uma vez que a parte autora não teria apresentado os documentos necessários à análise da demanda nem no momento da apresentação do pedido, nem quando lhe foi encaminhado carta de exigências. 2. Comprovado nos autos o...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação.;Indeferido
10215333220204010000;PRIMEIRA SEÇÃO;DESEMBARGADOR FEDERAL ANTONIO OSWALDO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. PENSÃO POR MORTE RURAL. SEGURADO ESPECIAL AUSÊNCIA DE INICÍO RAZOÁVEL DE PROVA MATERIAL. VIOLAÇÃO LEGAL. NÃO OCORRÊNCIA. ERRO DE FATO. NÃO CARACTERIZADO. AÇÃO RESCISÓRIA. IMPROCEDÊNCIA. 1. A ação rescisória, constituindo meio excepcional de impugnação, não se presta para corrigir suposta injustiça do julgado rescindendo, apreciar má interpretação dos fatos ou reexaminar ou complementar as provas produzidas no processo originário, dispondo o litigante, em casos que tais, dos...;Acórdão;AÇÃO RESCISORIA (AR);A Seção, por unanimidade, julgou improcedente a ação rescisória.;Indeferido
10214340420214019999;NONA TURMA;DESEMBARGADOR FEDERAL ANTONIO SCARPA;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO E CONSTITUCIONAL. PENSÃO POR MORTE RURAL. DIB REFORMADA. HONORÁRIOS ADVOCATÍCIOS. CORREÇÃO MONETÁRIA E JUROS DE MORA. 1. Incabível a fixação da DIB na data do óbito ante a presença de filha menor absolutamente incapaz, uma vez que esta não integrou o polo ativo da ação. Incabível a inovação em sede de apelação. Precedentes. 2. O termo inicial do benefício deve ser fixado a partir do requerimento administrativo, e, na sua ausência, a partir do ajuizamento da ação. RE nº...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, deu parcial provimento à apelação.;Parcialmente deferido
10432751020204013300;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. CONSTITUCIONAL. REVISÃO DE BENEFÍCIO. ALTERAÇÃO DO TETO DE CONTRIBUIÇÃO. APLICAÇÃO RETROATIVA AOS BENEFÍCIOS CONCEDIDOS ANTES DAS EMENDAS CONSTITUCIONAIS 20/98 E 41/03. POSSIBILIDADE. JURISPRUDÊNCIA DO STF EM SEDE DE REPERCUSSÃO GERAL. 1. Não se discutindo o critério de cálculo ou de revisão do ato concessório, mas sim o limitador a incidir sobre o cálculo incontroverso, a natureza da causa é meramente declaratória e condenatória, e não (des)constitutiva, de modo que incide...;Acórdão;APELAÇÃO CIVEL (AC);A Turma, por unanimidade, negou provimento à apelação do INSS e dar provimento à apelação da autora.;Indeferido
10155016420184013400;PRIMEIRA TURMA;DESEMBARGADOR FEDERAL MARCELO ALBERNAZ;TRF - PRIMEIRA REGIÃO;19/12/2023;PREVIDENCIÁRIO. CONSTITUCIONAL. REVISÃO DE BENEFÍCIO. ALTERAÇÃO DO TETO DE CONTRIBUIÇÃO. APLICAÇÃO RETROATIVA AOS BENEFÍCIOS CONCEDIDOS ANTES DAS EMENDAS CONSTITUCIONAIS 20/98 E 41/03. POSSIBILIDADE. JURISPRUDÊNCIA DO STF EM SEDE DE REPERCUSSÃO GERAL. 1. Não se sujeita ao duplo grau de jurisdição a sentença proferida na vigência do CPC/2015 que condena a União e suas respectivas autarquias e fundações de direito público em quantia inferior a mil salários mínimos (CPC, art. 496, § 3º, I). 2....;Acórdão;REMESSA NECESSáRIA CíVEL (ReeNec);A Turma, por unanimidade, não conheceu da remessa necessária, deu parcial provimento à apelação do INSS e, ajustou de ofício, os encargos moratórios.;Parcialmente deferido
